index,VIN (1-10),DOL Vehicle ID,Model Year,Make,Model,New or Used Vehicle,Sale Date,Transaction Type,Transaction Date,Year,County,City,Postal Code
894,5UXKT0C55J,330795181,2018,BMW,X5,New,,Original Registration,October 16 2018,2018,King,SEATTLE,98103.0
901,5YJYGDEE3M,156875001,2021,TESLA,Model Y,New,,Original Registration,July 15 2021,2021,King,SHORELINE,98155.0
906,KNDC3DLC6R,269515662,2024,KIA,EV6,New,July 21 2024,Original Title,July 26 2024,2024,King,SEATTLE,98115.0
910,1GKB0NDE4R,270171961,2024,GMC,Hummer EV SUV,New,August 31 2024,Original Title,September 18 2024,2024,King,SHORELINE,98177.0
911,JTMEB3FV5R,262255969,2024,TOYOTA,RAV4 Prime,New,January 03 2024,Original Title,January 09 2024,2024,Clark,CAMAS,98607.0
916,5YJ3E1EB2M,137325016,2021,TESLA,Model 3,New,,Original Registration,January 30 2021,2021,King,KIRKLAND,98033.0
920,5YJ3E1EA7R,269823326,2024,TESLA,Model 3,New,,Original Registration,September 07 2024,2024,Clark,CAMAS,98607.0
921,1G1FZ6S00P,233568842,2023,CHEVROLET,Bolt EUV,New,February 23 2023,Original Title,March 22 2023,2023,Kitsap,PORT ORCHARD,98367.0
950,WP1AE2AY0K,9052347,2019,PORSCHE,Cayenne,New,January 20 2020,Original Title,January 28 2020,2020,King,BOTHELL,98011.0
951,5YJ3E1EB9P,244951605,2023,TESLA,Model 3,New,,Original Registration,August 04 2023,2023,King,BELLEVUE,98004.0
955,YV4H600L8N,203388517,2022,VOLVO,XC90,New,May 13 2022,Original Title,June 16 2022,2022,King,SEATTLE,98177.0
957,1V2JNPE81P,262926828,2023,VOLKSWAGEN,ID.4,New,March 11 2024,Original Title,March 13 2024,2024,King,REDMOND,98052.0
965,1N4AZ0CP8F,174685990,2015,NISSAN,Leaf,New,July 11 2015,Original Title,August 13 2015,2015,King,SEATTLE,98177.0
974,5YJ3E1EB0M,148962033,2021,TESLA,Model 3,New,,Original Registration,April 07 2021,2021,King,BOTHELL,98011.0
977,7SAYGDEF2P,260754574,2023,TESLA,Model Y,New,November 28 2023,Original Title,December 19 2023,2023,King,BOTHELL,98011.0
986,1G1RB6S53H,195316348,2017,CHEVROLET,Volt,New,,Original Registration,February 22 2017,2017,King,RENTON,98055.0
987,7SAYGDEF0P,260209512,2023,TESLA,Model Y,New,,Original Registration,February 02 2024,2024,King,KIRKLAND,98033.0
998,5YJYGDEE0M,157748132,2021,TESLA,Model Y,New,,Original Registration,June 18 2021,2021,King,SEATTLE,98125.0
1001,7SAYGDEE2R,261246520,2024,TESLA,Model Y,New,,Original Registration,February 21 2024,2024,King,SEATTLE,98178.0
1003,5YJSA1H18E,112772068,2014,TESLA,Model S,New,September 27 2014,Original Title,October 24 2014,2014,King,BELLEVUE,98004.0
1007,5YJXCAE22L,103173164,2020,TESLA,Model X,New,,Original Registration,March 25 2020,2020,King,BELLEVUE,98004.0
1013,W1N9M1DB0N,219121906,2022,MERCEDES-BENZ,EQB-Class,New,September 18 2022,Original Title,October 07 2022,2022,Kitsap,BAINBRIDGE ISLAND,98110.0
1015,YV4BR0CL9M,138948372,2021,VOLVO,XC90,New,,Original Registration,January 20 2021,2021,Kitsap,BAINBRIDGE ISLAND,98110.0
1018,7SAYGAEE0R,267182492,2024,TESLA,Model Y,New,May 17 2024,Original Title,June 14 2024,2024,Kitsap,BAINBRIDGE ISLAND,98110.0
1021,1G1FZ6S08P,229380350,2023,CHEVROLET,Bolt EUV,New,January 31 2023,Original Title,March 17 2023,2023,Clark,BATTLE GROUND,98604.0
1026,7PDSGABAXR,273645753,2024,RIVIAN,R1S,New,July 15 2024,Original Title,August 16 2024,2024,King,KIRKLAND,98033.0
1027,KNDPYDAH3P,259018924,2023,KIA,Sportage,New,,Original Registration,October 30 2023,2023,Kitsap,SILVERDALE,98383.0
1030,7SAYGAEE5N,218208147,2022,TESLA,Model Y,New,August 10 2022,Original Title,September 07 2022,2022,King,SEATTLE,98119.0
1031,5YJYGDEF1M,147876669,2021,TESLA,Model Y,New,February 26 2021,Original Title,March 19 2021,2021,Snohomish,LYNNWOOD,98036.0
1035,5YJ3E1EB5N,211463339,2022,TESLA,Model 3,New,July 27 2022,Original Title,August 19 2022,2022,King,RENTON,98059.0
1037,YV4H60RM7S,270759086,2025,VOLVO,XC60,New,August 08 2024,Original Title,August 27 2024,2024,Thurston,OLYMPIA,98501.0
1038,5YJ3E1EB1J,474682316,2018,TESLA,Model 3,New,,Original Registration,October 31 2018,2018,King,RENTON,98056.0
1041,1G1FX6S08P,260922455,2023,CHEVROLET,Bolt EV,New,,Original Registration,January 12 2024,2024,King,SEATTLE,98125.0
1045,7SAYGAEE2P,257782626,2023,TESLA,Model Y,New,,Original Registration,November 22 2023,2023,King,SEATTLE,98115.0
1055,YV4BR0PL2J,297724843,2018,VOLVO,XC90,New,August 25 2017,Original Title,May 03 2018,2018,King,BELLEVUE,98004.0
1056,1G1RA6S51J,199258342,2018,CHEVROLET,Volt,New,,Original Registration,November 27 2017,2017,King,BELLEVUE,98008.0
1088,5YJ3E1EA0P,262090699,2023,TESLA,Model 3,New,December 08 2023,Original Title,January 10 2024,2024,King,SAMMAMISH,98074.0
1093,2C4RC1N70J,196689874,2018,CHRYSLER,Pacifica,New,,Original Registration,July 25 2018,2018,King,SAMMAMISH,98074.0
1097,1N4AZ0CP0F,256112937,2015,NISSAN,Leaf,New,September 26 2014,Original Title,October 27 2014,2014,King,SAMMAMISH,98074.0
1104,WB523CF07P,237801063,2023,BMW,iX,New,,Original Registration,May 01 2023,2023,Clark,VANCOUVER,98662.0
1108,5YJ3E1EAXP,251432919,2023,TESLA,Model 3,New,July 05 2023,Original Title,August 08 2023,2023,King,BELLEVUE,98004.0
1111,JTDACACU6R,271961868,2024,TOYOTA,Prius Prime,New,,Original Registration,September 09 2024,2024,Clark,VANCOUVER,98662.0
1122,1GYKPPRL4R,270894235,2024,CADILLAC,Lyriq,New,,Original Registration,September 18 2024,2024,Snohomish,SNOHOMISH,98290.0
1127,JHMZC5F31J,333879717,2018,HONDA,Clarity,New,February 07 2018,Original Title,March 07 2018,2018,King,REDMOND,98052.0
1130,5YJ3E1EB0N,212098820,2022,TESLA,Model 3,New,August 10 2022,Original Title,September 07 2022,2022,King,REDMOND,98052.0
1132,KNDC4DLC1R,265604762,2024,KIA,EV6,New,,Original Registration,May 21 2024,2024,Clark,VANCOUVER,98682.0
1138,7SAYGDEEXP,244656205,2023,TESLA,Model Y,New,June 26 2023,Original Title,July 25 2023,2023,King,KIRKLAND,98034.0
1140,5YJ3E1EA6N,216846647,2022,TESLA,Model 3,New,August 27 2022,Original Title,October 04 2022,2022,King,BOTHELL,98011.0
1142,7SAXCAE58P,227303758,2023,TESLA,Model X,New,,Original Registration,December 29 2022,2022,King,BELLEVUE,98004.0
1146,WP0BC2Y1XM,179163218,2021,PORSCHE,Taycan,New,September 25 2021,Original Title,October 22 2021,2021,King,KIRKLAND,98033.0
1148,1G1FZ6S05P,230098711,2023,CHEVROLET,Bolt EUV,New,,Original Registration,January 27 2023,2023,Clark,VANCOUVER,98664.0
1156,5YJ3E1EA0L,2047062,2020,TESLA,Model 3,New,,Original Registration,January 16 2020,2020,King,KIRKLAND,98034.0
1167,5YJ3E1EA5P,233180916,2023,TESLA,Model 3,New,March 07 2023,Original Title,April 08 2023,2023,King,KENT,98031.0
1171,5YJSA1S2XF,119499096,2015,TESLA,Model S,New,June 23 2015,Original Registration,July 21 2015,2015,King,KIRKLAND,98034.0
1192,WAUUPBFF6H,137125614,2017,AUDI,A3,New,,Original Registration,March 30 2017,2017,King,KIRKLAND,98033.0
1193,1N4AZ0CP3D,149136795,2013,NISSAN,Leaf,New,October 27 2013,Original Title,November 14 2013,2013,King,REDMOND,98052.0
1199,1FTVW1EV8P,261929958,2023,FORD,F-150,New,,Original Registration,March 06 2024,2024,Thurston,ROCHESTER,98579.0
1203,KMUKB4SA2R,265087399,2024,GENESIS,GV60,New,,Original Registration,April 30 2024,2024,King,BOTHELL,98011.0
1218,5YJXCBE24H,4402429,2017,TESLA,Model X,New,,Original Registration,October 04 2017,2017,King,BELLEVUE,98007.0
1223,7SAYGDEEXN,217942665,2022,TESLA,Model Y,New,,Original Registration,October 19 2022,2022,King,SEATTLE,98112.0
1225,7SAYGDEE6P,232658149,2023,TESLA,Model Y,New,March 03 2023,Original Title,April 11 2023,2023,King,SAMMAMISH,98075.0
1226,WMZYU7C56K,347643572,2019,MINI,Countryman,New,December 23 2018,Original Title,January 07 2019,2019,King,SAMMAMISH,98075.0
1236,5YJXCBE25J,474224292,2018,TESLA,Model X,New,,Original Registration,September 26 2018,2018,King,BELLEVUE,98004.0
1241,5YJ3E1EA5L,103201066,2020,TESLA,Model 3,New,,Original Registration,April 02 2020,2020,Snohomish,LAKE STEVENS,98258.0
1248,5YJYGDEF6M,148402586,2021,TESLA,Model Y,New,March 27 2021,Original Title,April 21 2021,2021,King,RENTON,98059.0
1250,5YJ3E1EBXN,186190119,2022,TESLA,Model 3,New,,Original Registration,January 07 2022,2022,King,SEATTLE,98122.0
1255,JTDKARFPXJ,199483462,2018,TOYOTA,Prius Prime,New,November 02 2018,Original Title,November 28 2018,2018,King,SEATTLE,98125.0
1258,WA1VABGE6K,306786875,2019,AUDI,e-tron,New,September 09 2019,Original Title,October 15 2019,2019,King,SEATTLE,98115.0
1260,WA1VABGE0P,217055884,2023,AUDI,e-tron,New,,Original Registration,October 19 2022,2022,King,SEATTLE,98115.0
1275,7SAYGDED9R,269549101,2024,TESLA,Model Y,New,July 03 2024,Original Title,August 07 2024,2024,Clark,VANCOUVER,98665.0
1287,7FCTGAAA6N,216966669,2022,RIVIAN,R1T,New,August 26 2022,Original Title,September 21 2022,2022,King,SAMMAMISH,98075.0
1291,KM8KNDAF8P,254704166,2023,HYUNDAI,Ioniq 5,New,,Original Registration,October 20 2023,2023,King,ALGONA,98001.0
1332,JTDKARFP4J,138260895,2018,TOYOTA,Prius Prime,New,September 15 2018,Original Title,September 25 2018,2018,King,SEATTLE,98122.0
1333,JTDKARFP2H,332077238,2017,TOYOTA,Prius Prime,New,,Original Registration,January 03 2018,2018,King,SEATTLE,98122.0
1342,WA15AAGE1R,253842697,2024,AUDI,Q8,New,,Original Registration,September 28 2023,2023,King,KIRKLAND,98033.0
1350,WBY43AW01R,261673884,2024,BMW,i4,New,January 27 2024,Original Title,February 20 2024,2024,Snohomish,BOTHELL,98012.0
1352,WB523CF07R,261515523,2024,BMW,iX,New,March 04 2024,Original Title,March 28 2024,2024,Snohomish,BOTHELL,98012.0
1358,7SAYGDEF3P,259465209,2023,TESLA,Model Y,New,September 14 2023,Original Title,October 06 2023,2023,King,SEATTLE,98102.0
1359,1C4RJYC61P,253626460,2023,JEEP,Grand Cherokee,New,August 12 2023,Original Title,September 07 2023,2023,King,SEATTLE,98102.0
1360,5YJ3E1EA5N,213578396,2022,TESLA,Model 3,New,July 26 2022,Original Title,August 12 2022,2022,King,SEATTLE,98102.0
1368,1C4JJXP68N,207224762,2022,JEEP,Wrangler,New,June 04 2022,Original Title,June 21 2022,2022,Thurston,RAINIER,98576.0
1372,5YJYGDEE5M,178932834,2021,TESLA,Model Y,New,September 23 2021,Original Title,October 26 2021,2021,King,SEATTLE,98109.0
1376,KNDCE3LG9L,143049868,2020,KIA,Niro,New,January 20 2021,Original Title,February 03 2021,2021,King,SHORELINE,98133.0
1377,KNDCE3LG3N,186911560,2022,KIA,Niro,New,December 29 2021,Original Title,January 18 2022,2022,King,SHORELINE,98133.0
1379,KNDC34LA5P,262097419,2023,KIA,EV6,New,,Original Registration,January 04 2024,2024,King,SHORELINE,98133.0
1381,KNDCC3LG2K,477180574,2019,KIA,Niro,New,,Original Registration,July 25 2019,2019,King,SHORELINE,98133.0
1398,WVGGNPE29N,227498386,2022,VOLKSWAGEN,ID.4,New,,Original Registration,December 27 2022,2022,King,SEATTLE,98103.0
1399,JA4J24A55J,186277969,2018,MITSUBISHI,Outlander,New,April 04 2019,Original Title,April 12 2019,2019,King,SEATTLE,98103.0
1406,7SAYGDEF1P,259780377,2023,TESLA,Model Y,New,,Original Registration,December 20 2023,2023,Yakima,YAKIMA,98908.0
1407,7SAYGDEE2N,185445200,2022,TESLA,Model Y,New,November 27 2021,Original Title,December 29 2021,2021,Yakima,YAKIMA,98908.0
1411,7SAYGDEF4N,207411641,2022,TESLA,Model Y,New,June 11 2022,Original Title,July 12 2022,2022,Yakima,YAKIMA,98908.0
1415,5YJYGDEE2L,110357341,2020,TESLA,Model Y,New,June 13 2020,Original Title,July 09 2020,2020,Kitsap,BREMERTON,98312.0
1422,1N4BZ1BV4N,187344671,2022,NISSAN,Leaf,New,,Original Registration,January 25 2022,2022,King,SEATTLE,98105.0
1423,JTJAAAAB3P,261093745,2023,LEXUS,RZ,New,January 01 2024,Original Title,January 22 2024,2024,King,SEATTLE,98105.0
1426,JN1AZ0CP9B,142859622,2011,NISSAN,Leaf,New,June 18 2011,Original Title,July 06 2011,2011,Clark,VANCOUVER,98685.0
1437,JTJHKCFZ2R,259699457,2024,LEXUS,NX,New,,Original Registration,December 20 2023,2023,King,SEATTLE,98177.0
1440,7SAYGDED4R,266609955,2024,TESLA,Model Y,New,March 21 2024,Original Title,April 16 2024,2024,King,SHORELINE,98177.0
1441,1C4RJXN63R,271361429,2024,JEEP,Wrangler,New,August 16 2024,Original Title,September 10 2024,2024,King,SEATTLE,98107.0
1442,7PDSGABL7P,245663743,2023,RIVIAN,R1S,New,,Original Registration,August 03 2023,2023,King,SEATTLE,98117.0
1450,YV4ED3UMXP,227224847,2023,VOLVO,XC40,New,,Original Registration,January 10 2023,2023,King,SEATTLE,98117.0
1461,YV4BR0CL5L,128679883,2020,VOLVO,XC90,New,,Original Registration,November 16 2020,2020,Jefferson,PORT LUDLOW,98365.0
1465,KNDAEFS56R,259805941,2024,KIA,EV9,New,,Original Registration,January 03 2024,2024,King,SEATTLE,98102.0
1466,1G1FZ6S02K,268512702,2019,CHEVROLET,Bolt EV,New,August 31 2019,Original Title,September 19 2019,2019,King,SEATTLE,98102.0
1472,1N4AZ1BV8N,196142250,2022,NISSAN,Leaf,New,,Original Registration,April 05 2022,2022,Jefferson,PORT TOWNSEND,98368.0
1474,1C4RJXU66R,268717977,2024,JEEP,Wrangler,New,June 04 2024,Original Title,July 16 2024,2024,King,RENTON,98056.0
1477,1C4JJXP64M,166098859,2021,JEEP,Wrangler,New,,Original Registration,July 16 2021,2021,King,RENTON,98056.0
1481,5YJSA1H2XF,154464831,2015,TESLA,Model S,New,May 08 2015,Original Title,May 21 2015,2015,King,RENTON,98056.0
1482,5YJXCDE25J,475744951,2018,TESLA,Model X,New,September 14 2018,Original Title,October 05 2018,2018,King,RENTON,98056.0
1484,5YJSA1H10E,147342800,2014,TESLA,Model S,New,April 16 2014,Original Title,May 01 2014,2014,King,RENTON,98056.0
1504,WMZYU7C57K,198391847,2019,MINI,Countryman,New,February 18 2019,Original Title,March 02 2019,2019,Clark,CAMAS,98607.0
1505,5YJ3E1EA4P,233580112,2023,TESLA,Model 3,New,,Original Registration,March 22 2023,2023,King,BURIEN,98168.0
1506,JTMABACA8R,273423132,2024,TOYOTA,bZ4X,New,,Original Registration,September 26 2024,2024,King,BURIEN,98168.0
1525,4JGGM1CB4P,245487007,2023,MERCEDES-BENZ,EQE-Class SUV,New,,Original Registration,August 16 2023,2023,King,BELLEVUE,98004.0
1528,JTDKARFP4H,340220401,2017,TOYOTA,Prius Prime,New,June 02 2018,Original Title,June 19 2018,2018,King,AUBURN,98092.0
1530,1G1FZ6S01P,220843381,2023,CHEVROLET,Bolt EUV,New,October 30 2022,Original Title,November 16 2022,2022,King,AUBURN,98092.0
1546,1G1RD6S54K,239597641,2019,CHEVROLET,Volt,New,December 21 2018,Original Title,January 04 2019,2019,King,REDMOND,98052.0
1549,7FCTGBAA6P,268062392,2023,RIVIAN,R1T,New,May 11 2024,Original Title,July 02 2024,2024,Kitsap,BAINBRIDGE ISLAND,98110.0
1555,WA16AAGE9R,271033976,2024,AUDI,Q8,New,,Original Registration,August 08 2024,2024,King,SEATTLE,98102.0
1557,WA1VAAGE5K,178677621,2019,AUDI,e-tron,New,,Original Registration,July 30 2019,2019,King,SEATTLE,98102.0
1558,WAUBHBFW0P,245857195,2023,AUDI,RS e-tron GT,New,July 18 2023,Original Title,August 09 2023,2023,King,SEATTLE,98102.0
1561,WA1E2AFY5R,267349939,2024,AUDI,Q5 e,New,June 21 2024,Original Title,July 12 2024,2024,King,SEATTLE,98102.0
1562,WVWPR7AU9K,4834707,2019,VOLKSWAGEN,e-Golf,New,December 31 2019,Original Title,January 17 2020,2020,King,SEATTLE,98102.0
1564,YSMFD3KAXR,250947854,2024,POLESTAR,PS2,New,July 29 2023,Original Title,August 17 2023,2023,King,SEATTLE,98102.0
1578,5YJ3E1EB3K,476473063,2019,TESLA,Model 3,New,,Original Registration,April 18 2019,2019,King,SEATTLE,98109.0
1593,7SAXCBE59N,195396960,2022,TESLA,Model X,New,,Original Registration,March 29 2022,2022,King,MERCER ISLAND,98040.0
1605,3FA6P0SU5E,117081919,2014,FORD,Fusion,New,March 29 2014,Original Title,April 07 2014,2014,King,SAMMAMISH,98074.0
1612,5YJXCAE20J,232827115,2018,TESLA,Model X,New,,Original Registration,December 18 2018,2018,King,SAMMAMISH,98074.0
1615,5YJSA1E2XF,221312549,2015,TESLA,Model S,New,November 07 2015,Original Registration,December 09 2015,2015,Clark,BATTLE GROUND,98604.0
1624,WAUTPBFF4H,205675172,2017,AUDI,A3,New,June 10 2017,Original Title,July 19 2017,2017,King,SEATTLE,98109.0
1638,5YJ3E1EC2N,186845704,2022,TESLA,Model 3,New,December 15 2021,Original Title,January 07 2022,2022,Clark,RIDGEFIELD,98642.0
1640,7SAXCBE65N,210045335,2022,TESLA,Model X,New,July 27 2022,Original Title,August 12 2022,2022,King,BELLEVUE,98004.0
1643,1V2DNPE81P,262017311,2023,VOLKSWAGEN,ID.4,New,December 09 2023,Original Title,December 22 2023,2023,King,SAMMAMISH,98074.0
1644,YV4ED3UM4P,254238841,2023,VOLVO,XC40,New,July 30 2023,Original Title,August 07 2023,2023,Snohomish,EDMONDS,98020.0
1646,WA1VAAGE9M,148347006,2021,AUDI,e-tron,New,April 02 2021,Original Title,May 05 2021,2021,King,SEATTLE,98112.0
1650,YV4H60DM3R,261140232,2024,VOLVO,XC60,New,January 25 2024,Original Title,February 12 2024,2024,King,SEATTLE,98112.0
1651,7PDSGBBA7P,259871335,2023,RIVIAN,R1S,New,October 17 2023,Original Title,December 01 2023,2023,King,KIRKLAND,98033.0
1675,WMW13DJ02N,161596046,2022,MINI,Hardtop,New,July 02 2021,Original Title,July 19 2021,2021,King,SEATTLE,98146.0
1678,3MW39FS0XP,226128857,2023,BMW,330e,New,December 18 2022,Original Title,January 17 2023,2023,Kitsap,BAINBRIDGE ISLAND,98110.0
1682,5YJ3E1EA6P,230206021,2023,TESLA,Model 3,New,February 14 2023,Original Title,March 21 2023,2023,King,BELLEVUE,98004.0
1686,7PDSGABA7P,261440238,2023,RIVIAN,R1S,New,,Original Registration,December 13 2023,2023,King,SEATTLE,98177.0
1689,1G1RA6E46D,158528842,2013,CHEVROLET,Volt,New,September 12 2013,Original Registration,September 20 2013,2013,King,SEATTLE,98146.0
1691,3FMTK4SE6P,228633303,2023,FORD,Mustang Mach-E,New,,Original Registration,February 17 2023,2023,King,BELLEVUE,98004.0
1692,JTDKARFP2K,478465123,2019,TOYOTA,Prius Prime,New,,Original Registration,August 19 2019,2019,King,SEATTLE,98177.0
1721,JTDKARFP8H,323637548,2017,TOYOTA,Prius Prime,New,,Original Registration,October 12 2017,2017,Kitsap,BAINBRIDGE ISLAND,98110.0
1725,5YJXCBE28J,165994216,2018,TESLA,Model X,New,,Original Registration,March 28 2018,2018,King,BELLEVUE,98004.0
1732,5YJ3E1EA9J,475547446,2018,TESLA,Model 3,New,,Original Registration,November 13 2018,2018,King,SAMMAMISH,98074.0
1733,2C4RC1S7XM,176545155,2021,CHRYSLER,Pacifica,New,September 05 2021,Original Title,October 08 2021,2021,King,SEATTLE,98122.0
1737,WBY1Z8C3XH,241255241,2017,BMW,i3,New,February 02 2018,Original Title,February 23 2018,2018,King,SEATTLE,98122.0
1743,WP1AE2A21G,136339017,2016,PORSCHE,Cayenne,New,June 26 2016,Original Title,July 14 2016,2016,King,SEATTLE,98144.0
1751,5YJYGDEEXM,151027880,2021,TESLA,Model Y,New,,Original Registration,April 09 2021,2021,King,SEATTLE,98144.0
1752,1N4AZ1CP4J,305251026,2018,NISSAN,Leaf,New,February 25 2018,Original Title,March 23 2018,2018,King,SEATTLE,98144.0
1756,5YJSA1H1XE,144021167,2014,TESLA,Model S,New,December 29 2014,Original Title,February 05 2015,2015,King,BELLEVUE,98004.0
1766,4JGDM4EB9P,251155243,2023,MERCEDES-BENZ,EQS-Class SUV,New,,Original Registration,August 28 2023,2023,King,BELLEVUE,98004.0
1772,JHMZC5F3XM,185522732,2021,HONDA,Clarity,New,,Original Registration,November 10 2021,2021,Cowlitz,KELSO,98626.0
1781,1G1RB6S50J,476751299,2018,CHEVROLET,Volt,New,,Original Registration,April 03 2019,2019,King,NORTH BEND,98045.0
1783,1G1RD6E48E,214684438,2014,CHEVROLET,Volt,New,,Original Title,August 04 2015,2015,King,NORTH BEND,98045.0
1786,1G1RB6S51J,178578613,2018,CHEVROLET,Volt,New,,Original Registration,April 03 2019,2019,King,NORTH BEND,98045.0
1787,7SAYGAEE3P,228666595,2023,TESLA,Model Y,New,December 20 2022,Original Title,January 18 2023,2023,Cowlitz,KELSO,98626.0
1789,YSMFD3KA2R,268437949,2024,POLESTAR,PS2,New,June 07 2024,Original Title,June 18 2024,2024,King,SEATTLE,98133.0
1796,1G1RA6S58H,243493806,2017,CHEVROLET,Volt,New,,Original Registration,July 27 2017,2017,King,SHORELINE,98133.0
1803,KNDPYDAH0P,211264511,2023,KIA,Sportage,New,,Original Registration,August 24 2022,2022,Yakima,SELAH,98942.0
1808,5YJ3E1EB9J,476401502,2018,TESLA,Model 3,New,,Original Registration,October 04 2018,2018,King,SEATTLE,98103.0
1818,7SAYGDEE0N,213718676,2022,TESLA,Model Y,New,August 02 2022,Original Title,August 26 2022,2022,King,SEATTLE,98103.0
1821,1N4AZ0CP7F,225400045,2015,NISSAN,Leaf,New,September 28 2014,Original Registration,October 15 2014,2014,Clark,VANCOUVER,98663.0
1824,1N4AZ0CP5G,157116578,2016,NISSAN,Leaf,New,May 07 2016,Original Registration,May 18 2016,2016,Clark,VANCOUVER,98663.0
1827,1FT6W7L70R,267621721,2024,FORD,F-150,New,June 05 2024,Original Title,July 11 2024,2024,King,PACIFIC,98047.0
1833,5YJSA1H12E,161139807,2014,TESLA,Model S,New,November 03 2014,Original Registration,November 18 2014,2014,King,RENTON,98057.0
1841,5YJ3E1EA8R,271608193,2024,TESLA,Model 3,New,,Original Registration,September 25 2024,2024,King,KENT,98032.0
1846,7SAYGAEE4R,270139089,2024,TESLA,Model Y,New,,Original Registration,September 20 2024,2024,King,KENT,98032.0
1851,YV4BR0DK3K,476938416,2019,VOLVO,XC60,New,,Original Registration,September 18 2019,2019,King,SEATTLE,98112.0
1859,KNDRJDLH3N,183387753,2022,KIA,Sorento,New,,Original Registration,December 30 2021,2021,Cowlitz,SILVERLAKE,98645.0
1864,JTMFB3FV8M,161457733,2021,TOYOTA,RAV4 Prime,New,,Original Registration,June 11 2021,2021,Yakima,YAKIMA,98902.0
1866,1N4AZ0CP9D,8681487,2013,NISSAN,Leaf,New,April 12 2014,Original Registration,May 01 2014,2014,King,SEATTLE,98103.0
1873,1N4AZ1BV1N,207368241,2022,NISSAN,Leaf,New,June 05 2022,Original Title,June 22 2022,2022,King,SEATTLE,98103.0
1893,1N4AZ0CP1F,162505563,2015,NISSAN,Leaf,New,March 24 2015,Original Title,April 16 2015,2015,King,SEATTLE,98103.0
1898,7G2CEHEE2R,271708412,2024,TESLA,Cybertruck,New,,Original Registration,September 12 2024,2024,King,SEATTLE,98103.0
1916,JTMEB3FVXM,142163675,2021,TOYOTA,RAV4 Prime,New,,Original Registration,February 11 2021,2021,King,SEATTLE,98115.0
1920,YV4ED3UB2N,195718925,2022,VOLVO,XC40,New,February 26 2022,Original Title,March 24 2022,2022,King,SEATTLE,98115.0
